date,US 10yr bond,UK 10yr bond
2010-09-16,2.763,3.143
2010-09-17,2.739,3.127
2010-09-20,2.704,3.152
2010-09-21,2.574,3.119
2010-09-22,2.56,2.974
2010-09-23,2.553,2.952
2010-09-24,2.607,3.042
2010-09-27,2.526,2.974
2010-09-28,2.467,2.934
2010-09-29,2.505,2.909
2010-09-30,2.512,2.95
2010-10-01,2.512,2.971
2010-10-04,2.478,2.933
2010-10-05,2.474,2.965
2010-10-06,2.399,2.895
2010-10-07,2.385,2.928
2010-10-08,2.394,2.866
2010-10-11,2.394,2.878
2010-10-12,2.433,2.848
2010-10-13,2.424,2.879
2010-10-14,2.509,2.88
2010-10-15,2.561,2.945
2010-10-18,2.509,2.963
2010-10-19,2.477,3.002
2010-10-20,2.481,2.987
2010-10-21,2.547,2.937
2010-10-22,2.556,2.951
2010-10-25,2.563,2.923
2010-10-26,2.641,3.06
2010-10-27,2.722,3.151
2010-10-28,2.659,3.15
2010-10-29,2.601,3.076
2010-11-01,2.625,3.046
2010-11-02,2.588,3.034
2010-11-03,2.572,2.997
2010-11-04,2.491,2.952
2010-11-05,2.532,2.977
2010-11-08,2.552,3.005
2010-11-09,2.658,3.032
2010-11-10,2.634,3.164
2010-11-11,2.646,3.155
2010-11-12,2.789,3.204
2010-11-15,2.961,3.266
2010-11-16,2.842,3.292
2010-11-17,2.878,3.272
2010-11-18,2.897,3.4
2010-11-19,2.873,3.386
2010-11-22,2.804,3.333
2010-11-23,2.775,3.262
2010-11-24,2.914,3.333
2010-11-25,2.91,3.363
2010-11-26,2.868,3.347
2010-11-29,2.822,3.338
2010-11-30,2.799,3.225
2010-12-01,2.966,3.361
2010-12-02,2.99,3.401
2010-12-03,3.007,3.413
2010-12-06,2.922,3.397
2010-12-07,3.128,3.459
2010-12-08,3.274,3.547
2010-12-09,3.206,3.493
2010-12-10,3.321,3.518
2010-12-13,3.277,3.552
2010-12-14,3.475,3.608
2010-12-15,3.534,3.62
2010-12-16,3.424,3.631
2010-12-17,3.33,3.557
2010-12-20,3.338,3.481
2010-12-21,3.305,3.506
2010-12-22,3.348,3.504
2010-12-23,3.391,3.499
2010-12-24,3.395,3.509
2010-12-27,3.331,3.504
2010-12-28,3.481,3.509
2010-12-29,3.351,3.571
2010-12-30,3.367,3.474
2010-12-31,3.295,3.396
2011-01-03,3.334,3.397
2011-01-04,3.331,3.462
2011-01-05,3.467,3.551
2011-01-06,3.395,3.529
2011-01-07,3.326,3.512
2011-01-10,3.285,3.513
2011-01-11,3.341,3.554
2011-01-12,3.367,3.644
2011-01-13,3.299,3.606
2011-01-14,3.325,3.609
2011-01-17,3.331,3.618
2011-01-18,3.368,3.659
2011-01-19,3.341,3.635
2011-01-20,3.451,3.688
2011-01-21,3.406,3.695
2011-01-24,3.406,3.671
2011-01-25,3.33,3.627
2011-01-26,3.417,3.692
2011-01-27,3.389,3.69
2011-01-28,3.323,3.648
2011-01-31,3.372,3.653
2011-02-01,3.441,3.704
2011-02-02,3.479,3.761
2011-02-03,3.551,3.777
2011-02-04,3.638,3.817
2011-02-07,3.632,3.83
2011-02-08,3.739,3.836
2011-02-09,3.648,3.87
2011-02-10,3.698,3.88
2011-02-11,3.631,3.866
2011-02-14,3.621,3.836
2011-02-15,3.606,3.849
2011-02-16,3.621,3.809
2011-02-17,3.574,3.758
2011-02-18,3.582,3.803
2011-02-21,3.589,3.73
2011-02-22,3.455,3.678
2011-02-23,3.487,3.666
2011-02-24,3.45,3.619
2011-02-25,3.414,3.614
2011-02-28,3.429,3.6
2011-03-01,3.394,3.62
2011-03-02,3.472,3.635
2011-03-03,3.557,3.714
2011-03-04,3.492,3.627
2011-03-07,3.514,3.632
2011-03-08,3.55,3.671
2011-03-09,3.469,3.66
2011-03-10,3.36,3.595
2011-03-11,3.404,3.546
2011-03-14,3.358,3.569
2011-03-15,3.305,3.525
2011-03-16,3.172,3.477
2011-03-17,3.257,3.544
2011-03-18,3.27,3.507
2011-03-21,3.33,3.524
2011-03-22,3.328,3.598
2011-03-23,3.352,3.553
2011-03-24,3.406,3.578
2011-03-25,3.441,3.61
2011-03-28,3.433,3.598
2011-03-29,3.489,3.627
2011-03-30,3.437,3.667
2011-03-31,3.472,3.687
2011-04-01,3.444,3.717
2011-04-04,3.42,3.721
2011-04-05,3.481,3.766
2011-04-06,3.547,3.761
2011-04-07,3.547,3.75
2011-04-08,3.579,3.807
2011-04-11,3.587,3.807
2011-04-12,3.492,3.697
2011-04-13,3.46,3.706
2011-04-14,3.5,3.687
2011-04-15,3.41,3.599
2011-04-18,3.376,3.554
2011-04-19,3.365,3.55
2011-04-20,3.41,3.574
2011-04-21,3.398,3.525
2011-04-22,3.393,3.525
2011-04-25,3.365,3.525
2011-04-26,3.309,3.483
2011-04-27,3.357,3.568
2011-04-28,3.312,3.482
2011-04-29,3.288,3.426
2011-05-02,3.281,3.449
2011-05-03,3.249,3.42
2011-05-04,3.218,3.377
2011-05-05,3.152,3.384
2011-05-06,3.148,3.381
2011-05-09,3.162,3.362
2011-05-10,3.214,3.377
2011-05-11,3.16,3.435
2011-05-12,3.223,3.375
2011-05-13,3.171,3.363
2011-05-16,3.148,3.382
2011-05-17,3.117,3.363
2011-05-18,3.181,3.384
2011-05-19,3.172,3.389
2011-05-20,3.146,3.343
2011-05-23,3.13,3.303
2011-05-24,3.115,3.338
2011-05-25,3.131,3.323
2011-05-26,3.058,3.313
2011-05-27,3.074,3.292
2011-05-30,3.074,3.27
2011-05-31,3.062,3.29
2011-06-01,2.942,3.249
2011-06-02,3.031,3.244
2011-06-03,2.987,3.284
2011-06-06,2.996,3.268
2011-06-07,2.996,3.332
2011-06-08,2.94,3.287
2011-06-09,2.998,3.271
2011-06-10,2.97,3.222
2011-06-13,2.985,3.252
2011-06-14,3.098,3.293
2011-06-15,2.97,3.234
2011-06-16,2.928,3.177
2011-06-17,2.945,3.197
2011-06-20,2.959,3.222
2011-06-21,2.984,3.22
2011-06-22,2.983,3.193
2011-06-23,2.913,3.151
2011-06-24,2.864,3.13
2011-06-27,2.931,3.158
2011-06-28,3.032,3.26
2011-06-29,3.113,3.324
2011-06-30,3.161,3.378
2011-07-01,3.183,3.384
2011-07-04,3.183,3.361
2011-07-05,3.122,3.319
2011-07-06,3.109,3.245
2011-07-07,3.139,3.296
2011-07-08,3.028,3.192
2011-07-11,2.92,3.086
2011-07-12,2.878,3.09
2011-07-13,2.883,3.119
2011-07-14,2.954,3.105
2011-07-15,2.907,3.076
2011-07-18,2.929,3.024
2011-07-19,2.881,3.045
2011-07-20,2.928,3.072
2011-07-21,3.015,3.173
2011-07-22,2.963,3.106
2011-07-25,3.002,3.048
2011-07-26,2.954,3.07
2011-07-27,2.981,2.981
2011-07-28,2.946,2.964
2011-07-29,2.797,2.858
2011-08-01,2.745,2.802
2011-08-02,2.612,2.765
2011-08-03,2.621,2.739
2011-08-04,2.404,2.681
2011-08-05,2.56,2.686
2011-08-08,2.319,2.64
2011-08-09,2.25,2.711
2011-08-10,2.107,2.481
2011-08-11,2.34,2.544
2011-08-12,2.256,2.531
2011-08-15,2.306,2.534
2011-08-16,2.22,2.558
2011-08-17,2.166,2.431
2011-08-18,2.063,2.312
2011-08-19,2.064,2.386
2011-08-22,2.107,2.383
2011-08-23,2.154,2.392
2011-08-24,2.3,2.474
2011-08-25,2.23,2.46
2011-08-26,2.191,2.498
2011-08-29,2.257,2.479
2011-08-30,2.178,2.501
2011-08-31,2.224,2.602
2011-09-01,2.131,2.539
2011-09-02,1.989,2.439
2011-09-05,1.989,2.283
2011-09-06,1.985,2.292
2011-09-07,2.044,2.339
2011-09-08,1.98,2.348
2011-09-09,1.92,2.258
2011-09-12,1.948,2.186
2011-09-13,1.992,2.41
2011-09-14,1.985,2.443
2011-09-15,2.083,2.519
2011-09-16,2.049,2.482
2011-09-19,1.951,2.392
2011-09-20,1.939,2.386
2011-09-21,1.858,2.411
2011-09-22,1.719,2.314
2011-09-23,1.834,2.363
2011-09-26,1.901,2.429
2011-09-27,1.972,2.537
2011-09-28,1.981,2.553
2011-09-29,1.997,2.529
2011-09-30,1.916,2.427
2011-10-03,1.757,2.346
2011-10-04,1.822,2.247
2011-10-05,1.889,2.354
2011-10-06,1.988,2.392
2011-10-07,2.078,2.468
2011-10-10,2.078,2.584
2011-10-11,2.151,2.585
2011-10-12,2.211,2.64
2011-10-13,2.184,2.557
2011-10-14,2.249,2.605
2011-10-17,2.156,2.528
2011-10-18,2.178,2.433
2011-10-19,2.161,2.468
2011-10-20,2.19,2.452
2011-10-21,2.22,2.529
2011-10-24,2.234,2.556
2011-10-25,2.11,2.509
2011-10-26,2.205,2.468
2011-10-27,2.398,2.62
2011-10-28,2.318,2.606
2011-10-31,2.114,2.435
2011-11-01,1.99,2.209
2011-11-02,1.986,2.286
2011-11-03,2.074,2.376
2011-11-04,2.034,2.306
2011-11-07,2.038,2.262
2011-11-08,2.078,2.265
2011-11-09,1.962,2.176
2011-11-10,2.058,2.228
2011-11-11,2.058,2.287
2011-11-14,2.057,2.179
2011-11-15,2.046,2.15
2011-11-16,2.001,2.154
2011-11-17,1.961,2.228
2011-11-18,2.011,2.252
2011-11-21,1.956,2.201
2011-11-22,1.918,2.172
2011-11-23,1.885,2.141
2011-11-24,1.885,2.158
2011-11-25,1.965,2.288
2011-11-28,1.975,2.27
2011-11-29,1.992,2.231
2011-11-30,2.069,2.31
2011-12-01,2.088,2.262
2011-12-02,2.034,2.288
2011-12-05,2.044,2.345
2011-12-06,2.09,2.247
2011-12-07,2.03,2.232
2011-12-08,1.971,2.117
2011-12-09,2.062,2.158
2011-12-12,2.014,2.1
2011-12-13,1.966,2.124
2011-12-14,1.904,2.091
2011-12-15,1.909,2.1
2011-12-16,1.848,2.041
2011-12-19,1.81,2.061
2011-12-20,1.924,2.093
2011-12-21,1.968,2.07
2011-12-22,1.948,2.047
2011-12-23,2.025,2.035
2011-12-26,2.025,2.035
2011-12-27,2.006,2.035
2011-12-28,1.918,2.009
2011-12-29,1.9,1.961
2011-12-30,1.877,1.975
2012-01-02,1.877,1.975
2012-01-03,1.948,2.031
2012-01-04,1.978,2.052
2012-01-05,1.996,2.051
2012-01-06,1.959,2.016
2012-01-09,1.959,2.004
2012-01-10,1.969,2.076
2012-01-11,1.905,2.004
2012-01-12,1.924,2.021
2012-01-13,1.864,1.967
2012-01-16,1.864,1.967
2012-01-17,1.857,1.961
2012-01-18,1.899,1.962
2012-01-19,1.978,2.051
2012-01-20,2.025,2.113
2012-01-23,2.052,2.162
2012-01-24,2.061,2.177
2012-01-25,1.995,2.156
2012-01-26,1.932,2.086
2012-01-27,1.892,2.066
2012-01-30,1.845,1.988
2012-01-31,1.798,1.968
2012-02-01,1.827,2.051
2012-02-02,1.822,2.09
2012-02-03,1.923,2.177
2012-02-06,1.907,2.156
2012-02-07,1.974,2.219
2012-02-08,1.983,2.19
2012-02-09,2.037,2.223
2012-02-10,1.987,2.109
2012-02-13,1.975,2.125
2012-02-14,1.937,2.091
2012-02-15,1.928,2.08
2012-02-16,1.984,2.136
2012-02-17,2.003,2.183
2012-02-20,2.003,2.224
2012-02-21,2.06,2.216
2012-02-22,2.004,2.105
2012-02-23,1.997,2.097
2012-02-24,1.977,2.068
2012-02-27,1.926,2.029
2012-02-28,1.944,2.014
2012-02-29,1.972,2.147
2012-03-01,2.027,2.214
2012-03-02,1.975,2.135
2012-03-05,2.011,2.185
2012-03-06,1.944,2.122
2012-03-07,1.976,2.135
2012-03-08,2.013,2.143
2012-03-09,2.029,2.152
2012-03-12,2.034,2.092
2012-03-13,2.127,2.17
2012-03-14,2.27,2.339
2012-03-15,2.28,2.369
2012-03-16,2.295,2.442
2012-03-19,2.378,2.428
2012-03-20,2.36,2.421
2012-03-21,2.297,2.37
2012-03-22,2.279,2.325
2012-03-23,2.233,2.272
2012-03-26,2.249,2.332
2012-03-27,2.184,2.26
2012-03-28,2.201,2.21
2012-03-29,2.16,2.198
2012-03-30,2.211,2.201
2012-04-02,2.183,2.223
2012-04-03,2.301,2.17
2012-04-04,2.224,2.21
2012-04-05,2.181,2.155
2012-04-06,2.055,
2012-04-09,2.048,2.155
2012-04-10,1.983,2.008
2012-04-11,2.036,2.05
2012-04-12,2.052,2.083
2012-04-13,1.983,2.039
2012-04-16,1.981,2.029
2012-04-17,1.999,2.096
2012-04-18,1.976,2.131
2012-04-19,1.967,2.151
2012-04-20,1.964,2.174
2012-04-23,1.936,2.122
2012-04-24,1.974,2.095
2012-04-25,1.985,2.14
2012-04-26,1.939,2.098
2012-04-27,1.936,2.123
2012-04-30,1.915,2.111
2012-05-01,1.944,2.097
2012-05-02,1.929,2.046
2012-05-03,1.932,2.037
2012-05-04,1.879,1.994
2012-05-07,1.872,2.003
2012-05-08,1.841,1.935
2012-05-09,1.824,1.903
2012-05-10,1.868,1.986
2012-05-11,1.838,1.961
2012-05-14,1.765,1.876
2012-05-15,1.769,1.893
2012-05-16,1.761,1.876
2012-05-17,1.698,1.836
2012-05-18,1.723,1.822
2012-05-21,1.742,1.843
2012-05-22,1.77,1.869
2012-05-23,1.735,1.77
2012-05-24,1.778,1.775
2012-05-25,1.739,1.752
2012-05-28,1.739,1.76
2012-05-29,1.746,1.777
2012-05-30,1.623,1.646
2012-05-31,1.559,1.568
2012-06-01,1.453,1.531
2012-06-04,1.525,1.521
2012-06-05,1.575,1.522
2012-06-06,1.66,1.661
2012-06-07,1.64,1.714
2012-06-08,1.636,1.624
2012-06-11,1.587,1.65
2012-06-12,1.665,1.694
2012-06-13,1.594,1.748
2012-06-14,1.643,1.727
2012-06-15,1.578,1.664
2012-06-18,1.575,1.66
2012-06-19,1.621,1.715
2012-06-20,1.658,1.769
2012-06-21,1.617,1.698
2012-06-22,1.675,1.721
2012-06-25,1.603,1.67
2012-06-26,1.627,1.684
2012-06-27,1.619,1.686
2012-06-28,1.578,1.639
2012-06-29,1.646,1.731
2012-07-02,1.589,1.697
2012-07-03,1.63,1.756
2012-07-04,1.63,1.72
2012-07-05,1.598,1.652
2012-07-06,1.55,1.59
2012-07-09,1.513,1.58
2012-07-10,1.502,1.584
2012-07-11,1.518,1.563
2012-07-12,1.475,1.53
2012-07-13,1.488,1.548
2012-07-16,1.473,1.495
2012-07-17,1.509,1.502
2012-07-18,1.495,1.474
2012-07-19,1.509,1.523
2012-07-20,1.458,1.483
2012-07-23,1.427,1.47
2012-07-24,1.388,1.465
2012-07-25,1.398,1.458
2012-07-26,1.439,1.48
2012-07-27,1.547,1.535
2012-07-30,1.503,1.54
2012-07-31,1.469,1.468
2012-08-01,1.525,1.514
2012-08-02,1.479,1.437
2012-08-03,1.564,1.558
2012-08-06,1.567,1.494
2012-08-07,1.629,1.597
2012-08-08,1.65,1.565
2012-08-09,1.689,1.618
2012-08-10,1.658,1.54
2012-08-13,1.665,1.562
2012-08-14,1.739,1.602
2012-08-15,1.816,1.682
2012-08-16,1.835,1.692
2012-08-17,1.811,1.67
2012-08-20,1.806,1.663
2012-08-21,1.799,1.707
2012-08-22,1.692,1.631
2012-08-23,1.679,1.567
2012-08-24,1.687,1.526
2012-08-27,1.651,1.532
2012-08-28,1.634,1.487
2012-08-29,1.651,1.502
2012-08-30,1.624,1.45
2012-08-31,1.549,1.463
2012-09-03,1.549,1.648
2012-09-04,1.573,1.624
2012-09-05,1.597,1.642
2012-09-06,1.679,1.713
2012-09-07,1.669,1.682
2012-09-10,1.655,1.731
2012-09-11,1.701,1.736
2012-09-12,1.758,1.829
2012-09-13,1.724,1.814
2012-09-14,1.867,1.963
2012-09-17,1.842,1.924
2012-09-18,1.809,1.876
2012-09-19,1.773,1.842
2012-09-20,1.765,1.795
2012-09-21,1.754,1.833
2012-09-24,1.71,1.812
2012-09-25,1.667,1.817
2012-09-26,1.61,1.691
2012-09-27,1.655,1.729
2012-09-28,1.634,1.725
2012-10-01,1.626,1.736
2012-10-02,1.621,1.707
2012-10-03,1.615,1.685
2012-10-04,1.674,1.701
2012-10-05,1.744,1.769
2012-10-08,1.744,1.73
2012-10-09,1.714,1.725
2012-10-10,1.675,1.764
2012-10-11,1.671,1.781
2012-10-12,1.657,1.72
2012-10-15,1.664,1.758
2012-10-16,1.719,1.819
2012-10-17,1.819,1.914
2012-10-18,1.835,1.912
2012-10-19,1.764,1.878
2012-10-22,1.814,1.901
2012-10-23,1.758,1.823
2012-10-24,1.79,1.848
2012-10-25,1.824,1.912
2012-10-26,1.746,1.866
2012-10-29,1.719,1.797
2012-10-30,1.719,1.825
2012-10-31,1.691,1.851
2012-11-01,1.725,1.865
2012-11-02,1.716,1.854
2012-11-05,1.685,1.814
2012-11-06,1.752,1.814
2012-11-07,1.648,1.758
2012-11-08,1.616,1.771
2012-11-09,1.607,1.733
2012-11-12,1.607,1.716
2012-11-13,1.595,1.709
2012-11-14,1.592,1.75
2012-11-15,1.594,1.731
2012-11-16,1.581,1.73
2012-11-19,1.614,1.772
2012-11-20,1.667,1.845
2012-11-21,1.68,1.851
2012-11-22,1.68,1.845
2012-11-23,1.691,1.841
2012-11-26,1.663,1.837
2012-11-27,1.638,1.851
2012-11-28,1.629,1.767
2012-11-29,1.616,1.753
2012-11-30,1.616,1.773
2012-12-03,1.622,1.82
2012-12-04,1.604,1.808
2012-12-05,1.588,1.776
2012-12-06,1.587,1.74
2012-12-07,1.622,1.741
2012-12-10,1.617,1.772
2012-12-11,1.655,1.799
2012-12-12,1.699,1.821
2012-12-13,1.731,1.859
2012-12-14,1.702,1.86
2012-12-17,1.773,1.888
2012-12-18,1.818,1.952
2012-12-19,1.802,1.955
2012-12-20,1.797,1.946
2012-12-21,1.764,1.882
2012-12-24,1.775,1.887
2012-12-25,1.775,1.887
2012-12-26,1.752,1.887
2012-12-27,1.737,1.806
2012-12-28,1.702,1.82
2012-12-31,1.758,1.826
2013-01-01,1.758,1.826
2013-01-02,1.838,1.987
2013-01-03,1.913,2.071
2013-01-04,1.9,2.117
2013-01-07,1.898,2.083
2013-01-08,1.869,2.026
2013-01-09,1.858,2.023
2013-01-10,1.897,2.097
2013-01-11,1.869,2.08
2013-01-14,1.846,2.034
2013-01-15,1.837,2.021
2013-01-16,1.819,1.997
2013-01-17,1.88,2.039
2013-01-18,1.843,2.01
2013-01-21,1.843,2.054
2013-01-22,1.843,2.017
2013-01-23,1.825,1.989
2013-01-24,1.851,2.008
2013-01-25,1.95,2.054
2013-01-28,1.962,2.103
2013-01-29,2,2.085
2013-01-30,1.993,2.112
2013-01-31,1.986,2.096
2013-02-01,2.016,2.096
2013-02-04,1.956,2.076
2013-02-05,1.999,2.118
2013-02-06,1.961,2.095
2013-02-07,1.958,2.102
2013-02-08,1.951,2.094
2013-02-11,1.964,2.109
2013-02-12,1.978,2.101
2013-02-13,2.029,2.207
2013-02-14,1.998,2.193
2013-02-15,2.003,2.191
2013-02-18,2.003,2.193
2013-02-19,2.029,2.18
2013-02-20,2.01,2.191
2013-02-21,1.977,2.099
2013-02-22,1.963,2.108
2013-02-25,1.865,2.079
2013-02-26,1.882,1.965
2013-02-27,1.902,1.957
2013-02-28,1.876,1.972
2013-03-01,1.842,1.87
2013-03-04,1.876,1.905
2013-03-05,1.899,1.961
2013-03-06,1.938,1.954
2013-03-07,1.997,2.01
2013-03-08,2.044,2.06
2013-03-11,2.058,2.015
2013-03-12,2.017,1.962
2013-03-13,2.022,1.965
2013-03-14,2.03,1.962
2013-03-15,1.99,1.935
2013-03-18,1.956,1.894
2013-03-19,1.903,1.829
2013-03-20,1.959,1.874
2013-03-21,1.912,1.858
2013-03-22,1.926,1.851
2013-03-25,1.921,1.802
2013-03-26,1.91,1.787
2013-03-27,1.846,1.721
2013-03-28,1.85,1.767
2013-03-29,1.85,1.767
2013-04-01,1.832,1.767
2013-04-02,1.86,1.775
2013-04-03,1.812,1.754
2013-04-04,1.763,1.712
2013-04-05,1.714,1.63
2013-04-08,1.747,1.696
2013-04-09,1.751,1.736
2013-04-10,1.804,1.781
2013-04-11,1.79,1.766
2013-04-12,1.722,1.725
2013-04-15,1.681,1.703
2013-04-16,1.723,1.729
2013-04-17,1.696,1.682
2013-04-18,1.686,1.657
2013-04-19,1.706,1.661
2013-04-22,1.694,1.65
2013-04-23,1.707,1.713
2013-04-24,1.706,1.687
2013-04-25,1.709,1.73
2013-04-26,1.664,1.677
2013-04-29,1.671,1.655
2013-04-30,1.673,1.688
2013-05-01,1.63,1.651
2013-05-02,1.626,1.621
2013-05-03,1.739,1.724
2013-05-06,1.76,1.714
2013-05-07,1.779,1.787
2013-05-08,1.767,1.769
2013-05-09,1.812,1.782
2013-05-10,1.898,1.889
2013-05-13,1.921,1.879
2013-05-14,1.975,1.897
2013-05-15,1.936,1.922
2013-05-16,1.882,1.859
2013-05-17,1.951,1.883
2013-05-20,1.966,1.915
2013-05-21,1.927,1.908
2013-05-22,2.04,1.901
2013-05-23,2.017,1.91
2013-05-24,2.009,1.895
2013-05-27,2.009,1.902
2013-05-28,2.166,1.961
2013-05-29,2.116,1.999
2013-05-30,2.112,1.966
2013-05-31,2.129,2.001
2013-06-03,2.12,1.991
2013-06-04,2.147,2.035
2013-06-05,2.09,2.007
2013-06-06,2.078,2.023
2013-06-07,2.173,2.068
2013-06-10,2.211,2.142
2013-06-11,2.186,2.173
2013-06-12,2.229,2.143
2013-06-13,2.15,2.121
2013-06-14,2.13,2.06
2013-06-17,2.183,2.076
2013-06-18,2.186,2.137
2013-06-19,2.354,2.131
2013-06-20,2.415,2.292
2013-06-21,2.532,2.402
2013-06-24,2.538,2.532
2013-06-25,2.609,2.536
2013-06-26,2.536,2.455
2013-06-27,2.473,2.427
2013-06-28,2.487,2.441
2013-07-01,2.477,2.416
2013-07-02,2.47,2.373
2013-07-03,2.504,2.392
2013-07-04,2.504,2.378
2013-07-05,2.74,2.483
2013-07-08,2.637,2.481
2013-07-09,2.635,2.432
2013-07-10,2.625,2.413
2013-07-11,2.573,2.378
2013-07-12,2.583,2.327
2013-07-15,2.538,2.34
2013-07-16,2.533,2.26
2013-07-17,2.49,2.291
2013-07-18,2.529,2.256
2013-07-19,2.485,2.283
2013-07-22,2.481,2.258
2013-07-23,2.506,2.304
2013-07-24,2.589,2.393
2013-07-25,2.572,2.376
2013-07-26,2.563,2.331
2013-07-29,2.603,2.317
2013-07-30,2.611,2.313
2013-07-31,2.577,2.356
2013-08-01,2.707,2.399
2013-08-02,2.597,2.423
2013-08-05,2.634,2.473
2013-08-06,2.643,2.476
2013-08-07,2.6,2.482
2013-08-08,2.59,2.481
2013-08-09,2.579,2.458
2013-08-12,2.621,2.461
2013-08-13,2.72,2.595
2013-08-14,2.714,2.636
2013-08-15,2.767,2.684
2013-08-16,2.826,2.702
2013-08-19,2.881,2.744
2013-08-20,2.815,2.673
2013-08-21,2.894,2.704
2013-08-22,2.885,2.711
2013-08-23,2.816,2.706
2013-08-26,2.786,2.71
2013-08-27,2.71,2.593
2013-08-28,2.766,2.803
2013-08-29,2.763,2.771
2013-08-30,2.785,2.771
2013-09-02,2.785,2.844
2013-09-03,2.859,2.878
2013-09-04,2.898,2.878
2013-09-05,2.995,3.007
2013-09-06,2.935,2.936
2013-09-09,2.913,2.954
2013-09-10,2.965,3.017
2013-09-11,2.913,3.002
2013-09-12,2.91,2.941
2013-09-13,2.886,2.912
2013-09-16,2.865,2.881
2013-09-17,2.848,2.932
2013-09-18,2.689,3.002
2013-09-19,2.753,2.899
2013-09-20,2.735,2.92
2013-09-23,2.701,2.909
2013-09-24,2.656,2.792
2013-09-25,2.629,2.752
2013-09-26,2.651,2.746
2013-09-27,2.625,2.707
2013-09-30,2.611,2.719
2013-10-01,2.651,2.713
2013-10-02,2.618,2.712
2013-10-03,2.606,2.676
2013-10-04,2.646,2.738
2013-10-07,2.627,2.705
2013-10-08,2.633,2.694
2013-10-09,2.664,2.682
2013-10-10,2.682,2.748
2013-10-11,2.688,2.735
2013-10-14,2.688,2.745
2013-10-15,2.729,2.803
2013-10-16,2.664,2.831
2013-10-17,2.59,2.745
2013-10-18,2.579,2.713
2013-10-21,2.602,2.736
2013-10-22,2.513,2.637
2013-10-23,2.503,2.595
2013-10-24,2.521,2.628
2013-10-25,2.51,2.613
2013-10-28,2.524,2.606
2013-10-29,2.504,2.598
2013-10-30,2.539,2.539
2013-10-31,2.555,2.616
2013-11-01,2.623,2.645
2013-11-04,2.604,2.623
2013-11-05,2.671,2.72
2013-11-06,2.643,2.714
2013-11-07,2.601,2.667
2013-11-08,2.749,2.766
2013-11-11,2.749,2.804
2013-11-12,2.774,2.803
2013-11-13,2.7,2.801
2013-11-14,2.691,2.754
2013-11-15,2.704,2.744
2013-11-18,2.667,2.719
2013-11-19,2.708,2.722
2013-11-20,2.8,2.732
2013-11-21,2.785,2.816
2013-11-22,2.744,2.789
2013-11-25,2.729,2.769
2013-11-26,2.709,2.73
2013-11-27,2.738,2.767
2013-11-28,2.738,2.736
2013-11-29,2.745,2.768
2013-12-02,2.796,2.846
2013-12-03,2.783,2.814
2013-12-04,2.835,2.9
2013-12-05,2.873,2.915
2013-12-06,2.856,2.9
2013-12-09,2.84,2.919
2013-12-10,2.802,2.879
2013-12-11,2.854,2.861
2013-12-12,2.878,2.897
2013-12-13,2.866,2.896
2013-12-16,2.879,2.882
2013-12-17,2.836,2.868
2013-12-18,2.894,2.92
2013-12-19,2.93,2.958
2013-12-20,2.89,2.942
2013-12-23,2.928,2.963
2013-12-24,2.979,2.974
2013-12-25,2.979,2.974
2013-12-26,2.991,2.974
2013-12-27,3.001,3.073
2013-12-30,2.971,3.032
2013-12-31,3.029,3.021
2014-01-01,3.029,3.021
2014-01-02,2.99,3.025
2014-01-03,2.996,3.023
2014-01-06,2.959,2.971
2014-01-07,2.94,2.949
2014-01-08,2.99,2.972
2014-01-09,2.966,2.982
2014-01-10,2.859,2.871
2014-01-13,2.827,2.826
2014-01-14,2.872,2.833
2014-01-15,2.892,2.862
2014-01-16,2.842,2.809
2014-01-17,2.82,2.829
2014-01-20,2.82,2.827
2014-01-21,2.83,2.833
2014-01-22,2.866,2.885
2014-01-23,2.778,2.808
2014-01-24,2.716,2.771
2014-01-27,2.749,2.774
2014-01-28,2.75,2.805
2014-01-29,2.678,2.76
2014-01-30,2.696,2.75
2014-01-31,2.645,2.705
2014-02-03,2.577,2.688
2014-02-04,2.63,2.7
2014-02-05,2.668,2.688
2014-02-06,2.701,2.745
2014-02-07,2.684,2.711
2014-02-10,2.668,2.718
2014-02-11,2.726,2.741
2014-02-12,2.762,2.818
2014-02-13,2.733,2.789
2014-02-14,2.744,2.792
2014-02-17,2.744,2.781
2014-02-18,2.708,2.745
2014-02-19,2.74,2.73
2014-02-20,2.752,2.797
2014-02-21,2.732,2.78
2014-02-24,2.739,2.773
2014-02-25,2.703,2.743
2014-02-26,2.666,2.724
2014-02-27,2.64,2.674
2014-02-28,2.648,2.718
2014-03-03,2.602,2.645
2014-03-04,2.699,2.696
2014-03-05,2.706,2.718
2014-03-06,2.738,2.766
2014-03-07,2.789,2.793
2014-03-10,2.778,2.795
2014-03-11,2.769,2.781
2014-03-12,2.731,2.751
2014-03-13,2.645,2.687
2014-03-14,2.655,2.663
2014-03-17,2.693,2.681
2014-03-18,2.673,2.676
2014-03-19,2.773,2.696
2014-03-20,2.773,2.765
2014-03-21,2.743,2.745
2014-03-24,2.729,2.685
2014-03-25,2.749,2.707
2014-03-26,2.693,2.698
2014-03-27,2.682,2.674
2014-03-28,2.722,2.723
2014-03-31,2.719,2.735
2014-04-01,2.753,2.731
2014-04-02,2.805,2.773
2014-04-03,2.798,2.753
2014-04-04,2.722,2.685
2014-04-07,2.701,2.663
2014-04-08,2.682,2.693
2014-04-09,2.691,2.689
2014-04-10,2.648,2.618
2014-04-11,2.626,2.61
